tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,jpg_url,image_number,prediction_1,prediction_1_confidence_level,is_prediction_1_dog,retweet_count,favorite_count
888917238123831296,2017-07-23 00:22:39,12,10,Jim,-,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,29611,4709
888804989199671297,2017-07-22 16:56:37,13,10,Zeke,-,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,26080,4559
888554962724278272,2017-07-22 00:23:06,13,10,Ralphus,-,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,20290,3732
888078434458587136,2017-07-20 16:49:33,12,10,Gerald,-,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,22201,3653
887705289381826560,2017-07-19 16:06:48,13,10,Jeffrey,-,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,30779,5609
887517139158093824,2017-07-19 03:39:09,14,10,such,-,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,46959,12082
887473957103951883,2017-07-19 00:47:34,13,10,Canela,-,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,69871,18781
887343217045368832,2017-07-18 16:08:03,13,10,unknown,-,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,34222,10737
887101392804085760,2017-07-18 00:07:08,12,10,unknown,-,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,31061,6167
886983233522544640,2017-07-17 16:17:36,13,10,Maya,-,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,35859,8084
886736880519319552,2017-07-16 23:58:41,13,10,Mingus,-,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,12306,3443
886680336477933568,2017-07-16 20:14:00,13,10,Derek,-,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,22798,4610
886366144734445568,2017-07-15 23:25:31,12,10,Roscoe,  pupper ,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,21524,3316
886258384151887873,2017-07-15 16:17:19,13,10,Waffles,-,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,28469,6523
885984800019947520,2017-07-14 22:10:11,12,10,Jimbo,-,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,33382,7097
885528943205470208,2017-07-13 15:58:47,13,10,Maisey,-,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,36689,6683
885167619883638784,2017-07-12 16:03:00,13,10,unknown,-,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,22367,4556
884925521741709313,2017-07-12 00:01:00,12,10,Earl,-,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,68152,16439
884876753390489601,2017-07-11 20:47:12,13,10,Lola,-,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,28514,6096
884562892145688576,2017-07-11 00:00:02,13,10,Kevin,-,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,24765,5100
884441805382717440,2017-07-10 15:58:53,14,10,unknown,-,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,27478,5856
884162670584377345,2017-07-09 21:29:42,12,10,Yogi,doggo   ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,20771,3128
883838122936631299,2017-07-09 00:00:04,12,10,Noah,-,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,22349,3586
883482846933004288,2017-07-08 00:28:19,5,10,Bella,-,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,46860,10407
883360690899218434,2017-07-07 16:22:55,13,10,Grizzwald, floofer  ,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,22986,3825
883117836046086144,2017-07-07 00:17:54,13,10,unknown,-,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,37914,6949
882992080364220416,2017-07-06 15:58:11,13,10,Rusty,-,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.466778,True,24445,4122
882762694511734784,2017-07-06 00:46:41,12,10,Gus,  pupper ,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,28903,5134
882627270321602560,2017-07-05 15:48:34,13,10,Stanley,-,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,28382,6342
882268110199369728,2017-07-04 16:01:23,13,10,Alfy,-,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,45880,12118
882045870035918850,2017-07-04 01:18:17,13,10,Koko,-,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,29900,5203
881906580714921986,2017-07-03 16:04:48,12,10,Rey,-,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,24773,3533
881666595344535552,2017-07-03 00:11:11,13,10,Gary,-,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,51522,11099
881536004380872706,2017-07-02 15:32:16,14,10,unknown,  pupper ,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,50199,16570
881268444196462592,2017-07-01 21:49:04,12,10,Elliot,-,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,23501,5358
880935762899988482,2017-06-30 23:47:07,13,10,Louis,-,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,False,17346,2886
880872448815771648,2017-06-30 19:35:32,12,10,unknown,-,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,21734,3989
880465832366813184,2017-06-29 16:39:47,12,10,Bella,-,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,29075,6546
880221127280381952,2017-06-29 00:27:25,12,10,Jesse,-,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,27640,4436
880095782870896641,2017-06-28 16:09:20,11,10,unknown,-,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,28150,4533
879862464715927552,2017-06-28 00:42:13,13,10,Romeo,-,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,22667,3642
879492040517615616,2017-06-27 00:10:17,12,10,Bailey,-,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.479896,True,23822,3323
879415818425184262,2017-06-26 19:07:24,13,10,Duddles,-,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,True,107956,45849
879376492567855104,2017-06-26 16:31:08,12,10,Jack,-,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,False,17099,3261
879050749262655488,2017-06-25 18:56:45,11,10,Steven,-,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,False,23022,4941
879008229531029506,2017-06-25 16:07:47,13,10,Beau,-,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,19317,2812
878776093423087618,2017-06-25 00:45:22,13,10,Snoopy,   puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,True,19763,4319
878281511006478336,2017-06-23 16:00:04,13,10,Shadow,-,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,7913,1349
878057613040115712,2017-06-23 01:10:23,14,10,Emmy,-,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,True,42876,7181
877736472329191424,2017-06-22 03:54:17,13,10,Aja,-,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,True,71144,17300
877556246731214848,2017-06-21 15:58:08,12,10,Penny,-,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,True,23258,3994
877316821321428993,2017-06-21 00:06:44,13,10,Dante,-,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,27907,5414
877201837425926144,2017-06-20 16:29:50,12,10,Nelly,-,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,27755,5880
876838120628539392,2017-06-19 16:24:33,12,10,Ginger,  pupper ,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,21125,3506
876484053909872640,2017-06-18 16:57:37,13,10,Benedict,-,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,19163,2511
876120275196170240,2017-06-17 16:52:05,13,10,Venti,-,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,True,28490,4903
875747767867523072,2017-06-16 16:11:53,13,10,Goose,-,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,True,25773,4497
875144289856114688,2017-06-15 00:13:52,13,10,Nugget,-,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,0.245048,True,22185,5081
875021211251597312,2017-06-14 16:04:48,12,10,unknown,-,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,True,26022,4922
874680097055178752,2017-06-13 17:29:20,12,10,Cash,-,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,True,28439,4875
874296783580663808,2017-06-12 16:06:11,13,10,Jed,  pupper ,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,26651,4308
874057562936811520,2017-06-12 00:15:36,12,10,unknown,-,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,True,23134,4125
874012996292530176,2017-06-11 21:18:31,13,10,Sebastian,   puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,35501,11007
873580283840344065,2017-06-10 16:39:04,13,10,unknown,-,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,True,24837,4143
873213775632977920,2017-06-09 16:22:42,12,10,Sierra,  pupper ,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,7467,1667
872967104147763200,2017-06-09 00:02:31,12,10,unknown,doggo   ,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,True,28031,5669
872820683541237760,2017-06-08 14:20:41,13,10,unknown,-,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,15029,3884
872620804844003328,2017-06-08 01:06:27,13,10,Monkey,-,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,True,21309,3911
872486979161796608,2017-06-07 16:14:40,12,10,unknown,-,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,41606,9429
872261713294495745,2017-06-07 01:19:32,13,10,Harry,-,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador_retriever,0.972019,True,35085,6649
872122724285648897,2017-06-06 16:07:15,12,10,Kody,-,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,basketball,0.808396,False,35324,8549
871879754684805121,2017-06-06 00:01:46,13,10,Lassie,-,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,0.969171,True,39090,11918
871762521631449091,2017-06-05 16:15:56,12,10,Rover,  pupper ,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,0.921393,True,20787,3678
871515927908634625,2017-06-04 23:56:03,12,10,Napolean,doggo   ,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor,0.974781,True,20730,3628
871032628920680449,2017-06-03 15:55:36,13,10,Boomer,-,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie,0.3980530000000001,True,23255,3999
870804317367881728,2017-06-03 00:48:22,11,10,unknown,-,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,home_theater,0.16829000000000002,False,33791,6393
870656317836468226,2017-06-02 15:00:16,13,10,Cody,-,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,0.945495,True,12819,2817
870374049280663552,2017-06-01 20:18:38,13,10,Zoey,-,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,0.841001,True,85011,27680
870308999962521604,2017-06-01 16:00:09,13,10,Rumble,-,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog,0.6227520000000001,True,22453,4384
870063196459192321,2017-05-31 23:43:25,14,10,Clifford,-,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1,comic_book,0.534409,False,37771,8840
869772420881756160,2017-05-31 04:27:59,13,10,Dewey,-,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,True,43710,10663
869702957897576449,2017-05-30 23:51:58,13,10,Stanley,-,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,0.993449,True,29116,6728
869596645499047938,2017-05-30 16:49:31,12,10,Scout,doggo   ,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,Chihuahua,0.955156,True,16476,3327
869227993411051520,2017-05-29 16:24:37,13,10,Gizmo,-,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,True,21112,4023
868880397819494401,2017-05-28 17:23:24,14,10,Walter,-,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,laptop,0.153718,False,55098,12518
868622495443632128,2017-05-28 00:18:35,13,10,unknown,-,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,0.868107,True,28295,6275
868552278524837888,2017-05-27 19:39:34,12,10,Cooper,-,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,0.378151,True,10539,2240
867900495410671616,2017-05-26 00:29:37,12,10,unknown,-,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador_retriever,0.522644,True,24964,4439
867774946302451713,2017-05-25 16:10:44,13,10,Harold,-,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border_collie,0.661953,True,35179,7788
867421006826221569,2017-05-24 16:44:18,12,10,Shikha,   puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo_dog,0.6164569999999999,True,16755,2697
867051520902168576,2017-05-23 16:16:06,13,10,unknown,-,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,True,33420,8425
866686824827068416,2017-05-22 16:06:55,12,10,Lili,-,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever,0.51473,True,20070,3727
866450705531457537,2017-05-22 00:28:40,13,10,Jamesy,  pupper ,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,French_bulldog,0.905334,True,106827,32883
866334964761202691,2017-05-21 16:48:45,12,10,Coco,-,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,Samoyed,0.984086,True,54720,15546
865718153858494464,2017-05-19 23:57:46,13,10,Boomer,-,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,golden_retriever,0.673664,True,26640,6008
865359393868664832,2017-05-19 00:12:11,13,10,Sammy,-,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake_Bay_retriever,0.832435,True,27530,5384
865006731092295680,2017-05-18 00:50:50,13,10,Nelly,-,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.989882,True,29063,8209
864873206498414592,2017-05-17 16:00:15,14,10,unknown,-,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,pole,0.478616,False,33651,9361
864279568663928832,2017-05-16 00:41:21,12,10,Meatball,-,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,bull_mastiff,0.668613,True,15195,3266
864197398364647424,2017-05-15 19:14:50,13,10,Paisley,-,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,golden_retriever,0.945905,True,31459,9616
863907417377173506,2017-05-15 00:02:33,13,10,Albus,-,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,1,marmot,0.35882800000000004,False,21477,4441
863553081350529029,2017-05-14 00:34:33,13,10,Neptune,-,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,Eskimo_dog,0.41333,True,15935,4489
863432100342583297,2017-05-13 16:33:49,12,10,Belle,-,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,Staffordshire_bullterrier,0.690517,True,24829,5664
863079547188785154,2017-05-12 17:12:53,14,10,unknown,-,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,1,Lakeland_terrier,0.275242,True,9094,1195
863062471531167744,2017-05-12 16:05:02,13,10,Quinn,-,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French_bulldog,0.935804,True,8945,2687
862831371563274240,2017-05-12 00:46:44,13,10,Zooey,-,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian_terrier,0.207281,True,20011,5457
862722525377298433,2017-05-11 17:34:13,11,10,Dave,-,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,basset,0.39333,True,17779,3809
862457590147678208,2017-05-11 00:01:27,13,10,Jersey,-,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,1,home_theater,0.496348,False,21492,5388
862096992088072192,2017-05-10 00:08:34,13,10,unknown,-,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,chow,0.677589,True,66437,21840
861383897657036800,2017-05-08 00:54:59,13,10,Hobbes,-,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan,0.771008,True,37744,11528
861288531465048066,2017-05-07 18:36:02,13,10,unknown,-,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,1,syringe,0.14471199999999998,False,18032,4479
861005113778896900,2017-05-06 23:49:50,12,10,Burt,-,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1,German_shepherd,0.507951,True,17538,4119
860563773140209665,2017-05-05 18:36:06,13,10,Lorenzo,-,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1,Cardigan,0.583936,True,7878,2334
860524505164394496,2017-05-05 16:00:04,13,10,Carl,-,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington_terrier,0.286558,True,24678,5698
860276583193509888,2017-05-04 23:34:55,12,10,Jordy,-,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,1,lakeside,0.312299,False,19154,3745
860184849394610176,2017-05-04 17:30:24,14,10,unknown,-,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,1,chimpanzee,0.267612,False,17474,6295
859924526012018688,2017-05-04 00:15:58,12,10,Milky,-,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,French_bulldog,0.254587,True,20021,4349
859851578198683649,2017-05-03 19:26:06,13,10,Trooper,-,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,Labrador_retriever,0.899086,True,16105,3780
859607811541651456,2017-05-03 03:17:27,13,10,unknown,   puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,golden_retriever,0.8955290000000001,True,19476,1704
859196978902773760,2017-05-02 00:04:57,12,10,quite,-,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,1,Angora,0.224218,False,75193,25661
859074603037188101,2017-05-01 15:58:40,13,10,unknown,-,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,1,revolver,0.190292,False,35553,14740
858843525470990336,2017-05-01 00:40:27,13,10,unknown,doggo   ,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,golden_retriever,0.57812,True,16304,3771
858471635011153920,2017-04-30 00:02:42,13,10,Sophie,-,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,Pembroke,0.987407,True,22640,5271
858107933456039936,2017-04-28 23:57:28,12,10,Wyatt,-,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,golden_retriever,0.863874,True,16524,3154
857989990357356544,2017-04-28 16:08:49,12,10,Rosie,-,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,French_bulldog,0.43258,True,16952,2812
857746408056729600,2017-04-28 00:00:54,13,10,Thor,-,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,Labrador_retriever,0.919832,True,36021,11524
857393404942143489,2017-04-27 00:38:11,13,10,unknown,-,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3,malamute,0.8415969999999999,True,6236,1785
857263160327368704,2017-04-26 16:00:39,13,10,Oscar,-,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,Samoyed,0.998021,True,21041,4934
857029823797047296,2017-04-26 00:33:27,12,10,Zeke,-,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,golden_retriever,0.968623,True,19910,4364
856543823941562368,2017-04-24 16:22:16,12,10,Callie,-,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1,Boston_bull,0.30691,True,17135,3131
856526610513747968,2017-04-24 15:13:52,14,10,unknown,-,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,1,Old_English_sheepdog,0.798481,True,12446,2068
856282028240666624,2017-04-23 23:01:59,14,10,Cermet,-,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,Chihuahua,0.8765430000000001,True,29086,6841
855851453814013952,2017-04-22 18:31:02,13,10,unknown,doggo  puppo,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,flat-coated_retriever,0.321676,True,47844,19196
855459453768019968,2017-04-21 16:33:22,12,10,quite,-,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,Blenheim_spaniel,0.389513,True,31657,8987
854732716440526848,2017-04-19 16:25:34,12,10,Marlee,-,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,Pembroke,0.6955479999999999,True,24188,6690
854482394044301312,2017-04-18 23:50:52,13,10,Arya,-,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,Chihuahua,0.26024200000000003,True,31131,7608
854365224396361728,2017-04-18 16:05:17,13,10,Einstein,-,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,Pembroke,0.90708,True,20046,5159
854120357044912130,2017-04-17 23:52:16,14,10,unknown,  pupper ,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,4,black-and-tan_coonhound,0.8548610000000001,True,33911,8285
854010172552949760,2017-04-17 16:34:26,11,10,unknown,doggofloofer  ,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,English_springer,0.354733,True,17169,3433
853760880890318849,2017-04-17 00:03:50,12,10,Alice,-,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,1,miniature_pinscher,0.29251900000000003,True,30414,6403
